Senats-id,GridViewFreiPlaetze,GridViewPlatzstrukturen_Altersmischung,GridViewPlatzstrukturen_angeboten,GridViewPlatzstrukturen_frühestes Aufnahmealter in Monaten,GridViewPlatzstrukturen_unter 3 Jahre,GridViewPlatzstrukturen_über 3 Jahre,HLinkEMail,HLinkWeb,lblAngeboteText,lblBesondereAngebote,lblEMailText,lblEinrichtungsart,lblFreiePlaetzeText,lblKitaname,lblMehrsprachigkeit,lblMehrsprachigkeitText,lblOeffText,lblOeffnungDienstag,lblOeffnungDonnerstag,lblOeffnungFreitag,lblOeffnungMittwoch,lblOeffnungMontag,lblOeffnungSonnabend,lblOrt,lblPaedAnsaetze,lblPaedAnsaetzeText,lblPaedSchwerpunkte,lblPaedSchwerpunkteText,lblPlatzstrukturenText,lblStellenangeboteText,lblStrasse,lblTelefon,lblTelefonText,lblThemSchwerpunkte,lblThemSchwerpunkteText,lblTraegerName,lblTraegerart,lblTraegerartText,lblVerantwortlich,lblWebText,PLZ,Ort,Stadtteil,Traegerart,Telefon,lat,lon,address_zum_vergleich_nochmal
1663,Nein, ,58,24,10,48,ev_kita_maikaeferpfad@web.de,,,,E-Mail,Kindertagesstätte,Freie Plätze,Kita der Ev. Friedensgem. Charlottenburg,,,Öffnungszeiten,Di 07:30-17:00,Do 07:30-17:00,Fr 07:30-17:00,Mi 07:30-17:00,Mo 07:30-17:00,,14055 Berlin (Charlottenburg-Wilmersdorf),Situationsansatz,Pädagogische Ansätze,Situationsansatz,Pädagogische Schwerpunkte,Plätze,Stellenangebote,Maikäferpfad 28 ,030302 48 29,Telefon,Religionspädagogik,Thematische Schwerpunkte,Ev. Friedensgemeinde Charlottenburg,(Diakonisches Werk),Träger,Die Kitas sind für die Informationen über ihre Angebote in diesem Verzeichnis verantwortlich.,Internet,14055,Berlin,Charlottenburg-Wilmersdorf,Diakonisches Werk,030 3024829,52.4960067,13.2640939,"28, Maikäferpfad, Westend, Charlottenburg-Wilmersdorf, Berlin, 14055, Deutschland"
281,Nein, ,34,18,12,22,info@waldorfkindergarten-westend.de,http://www.waldorfkindergarten-westend.de,Besondere Angebote,Waldorf,E-Mail,Kindertagesstätte,Freie Plätze,Waldorfkindergarten Westend,,,Öffnungszeiten,Di 07:30-16:30,Do 07:30-16:30,Fr 07:30-16:30,Mi 07:30-16:30,Mo 07:30-16:30,,14052 Berlin (Charlottenburg-Wilmersdorf),Waldorfpädagogik,Pädagogische Ansätze,Waldorfpädagogik,Pädagogische Schwerpunkte,Plätze,Stellenangebote,Oldenburgallee 44 ,303081 4813,Telefon,,,Waldorfkindergarten Westend  e.V.,(Sonstiger freier Träger),Träger,Die Kitas sind für die Informationen über ihre Angebote in diesem Verzeichnis verantwortlich.,Internet,14052,Berlin,Charlottenburg-Wilmersdorf,Sonstiger freier Träger,030 3030814813,52.5116234,13.2576536,"44, Oldenburgallee, Westend, Charlottenburg-Wilmersdorf, Berlin, 14052, Deutschland"
1652,Nein, ,80,15,25,55,laenderallee@kita-nordwest.de,,,,E-Mail,Kindertagesstätte,Freie Plätze,Kita Länderallee 5/7/Kitas Nordwest,,,Öffnungszeiten,Di 06:00-18:00,Do 06:00-18:00,Fr 06:00-17:00,Mi 06:00-18:00,Mo 06:00-18:00,,14052 Berlin (Charlottenburg-Wilmersdorf),,,,,Plätze,Stellenangebote,Länderallee 7 -5,30303286970,Telefon,"Integration von Kindern mit Behinderung, Körper und Bewegung, Theaterpädagogik",Thematische Schwerpunkte,Kindertagesstätten Nordwest Eigenbetrieb von Berlin,(Eigenbetrieb),Träger,Die Kitas sind für die Informationen über ihre Angebote in diesem Verzeichnis verantwortlich.,Internet,14052,Berlin,Charlottenburg-Wilmersdorf,Eigenbetrieb,030 303286970,52.5114336,13.2634838,"Länderallee, Westend, Charlottenburg-Wilmersdorf, Berlin, 14052, Deutschland"
1159,Nein, ,114,6,50,64,wuerttembergallee@kita-nordwest.de,,,,E-Mail,Kindertagesstätte,Freie Plätze,Kita Württembergallee 17/Kitas Nordwest,,,Öffnungszeiten,Di 06:00-17:30,Do 06:00-17:30,Fr 06:00-16:00,Mi 06:00-17:30,Mo 06:00-17:30,,14052 Berlin (Charlottenburg-Wilmersdorf),,,,,Plätze,Stellenangebote,Württembergallee 17 ,30303286980,Telefon,"Integration von Kindern mit Behinderung, Körper und Bewegung, Natur- und Umweltpädagogik",Thematische Schwerpunkte,Kindertagesstätten Nordwest Eigenbetrieb von Berlin,(Eigenbetrieb),Träger,Die Kitas sind für die Informationen über ihre Angebote in diesem Verzeichnis verantwortlich.,Internet,14052,Berlin,Charlottenburg-Wilmersdorf,Eigenbetrieb,030 303286980,52.5121544,13.2607941,"17, Württembergallee, Westend, Charlottenburg-Wilmersdorf, Berlin, 14052, Deutschland"
1641,Nein, ,143,10,42,101,kuno-fischer-str@kita-nordwest.de,,,,E-Mail,Kindertagesstätte,Freie Plätze,Kita Kuno-Fischer-Str. 4-5/Kitas Nordwest,,,Öffnungszeiten,Di 06:00-17:30,Do 06:00-17:30,Fr 06:00-16:30,Mi 06:00-17:30,Mo 06:00-17:30,,14057 Berlin (Charlottenburg-Wilmersdorf),,,,,Plätze,Stellenangebote,Kuno-Fischer-Str. 4 -5,030303 286 990,Telefon,"Gesundheit, Körper und Bewegung, Natur- und Umweltpädagogik",Thematische Schwerpunkte,Kindertagesstätten Nordwest Eigenbetrieb von Berlin,(Eigenbetrieb),Träger,Die Kitas sind für die Informationen über ihre Angebote in diesem Verzeichnis verantwortlich.,Internet,14057,Berlin,Charlottenburg-Wilmersdorf,Eigenbetrieb,030 303286990,52.5065797,13.2892833,"Kuno-Fischer-Straße, Charlottenburg, Charlottenburg-Wilmersdorf, Berlin, 14057, Deutschland"
483129,Nein, ,25,0,0,25,lebenstraum-kinder@gmx.de,,,,E-Mail,Kindertagesstätte,Freie Plätze,Kita Piratennest,,,Öffnungszeiten,,,,,,,12357 Berlin (Neukölln),,,,,Plätze,Stellenangebote,Neuköllner Str. 226 ,3030340082,Telefon,,,LebensTraum Kinder UG (haftungsbeschränkt),(Sonstiger freier Träger),Träger,Die Kitas sind für die Informationen über ihre Angebote in diesem Verzeichnis verantwortlich.,Internet,12357,Berlin,Neukölln,Sonstiger freier Träger,030 30340082,52.4278953,13.479602,"226, Neuköllner Straße, Postsiedlung, Rudow, Neukölln, Berlin, 12357, Deutschland"
432129,Nein, ,40,2,15,25,falkenberg@kleiner-fratz-berlin.de,,,,E-Mail,Kindertagesstätte,Freie Plätze,Kleiner Fratz,,,Öffnungszeiten,Di 07:00-17:00,Do 07:00-17:00,Fr 07:00-17:00,Mi 07:00-17:00,Mo 07:00-17:00,,12526 Berlin (Treptow-Köpenick),,,Sonstiges,Pädagogische Schwerpunkte,Plätze,Stellenangebote,Lindenblütenstr. 26 ,03030 34 35 43,Telefon,Natur- und Umweltpädagogik,Thematische Schwerpunkte,Kleiner Fratz GmbH,(Sonstiger freier Träger),Träger,Die Kitas sind für die Informationen über ihre Angebote in diesem Verzeichnis verantwortlich.,Internet,12526,Berlin,Treptow-Köpenick,Sonstiger freier Träger,030 30343543,52.407508,13.5663178,"26, Lindenblütenstraße, Bohnsdorf, Treptow-Köpenick, Berlin, 12526, Deutschland"
366179,Nein, ,18,2,13,5,kontakt@rokokids-kita.de,www.rokokids-kita.de,,,E-Mail,Kindertagesstätte,Freie Plätze,Kleine RokoKids Kita,deutsch - italienisch,Mehrsprachigkeit,Öffnungszeiten,Di 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,Mi 06:00-18:00,Mo 06:00-18:00,,13349 Berlin (Mitte),Situationsansatz,Pädagogische Ansätze,Situationsansatz,Pädagogische Schwerpunkte,Plätze,Stellenangebote,Ofener Str. 3A ,3030345947,Telefon,"Ästhetische Bildung (Musik und Kunst), Gesundheit, Integration von Kindern mit Behinderung, Interkulturelle Pädagogik, Körper und Bewegung",Thematische Schwerpunkte,Ki.E.Ka. e.V.,(Sonstiger freier Träger),Träger,Die Kitas sind für die Informationen über ihre Angebote in diesem Verzeichnis verantwortlich.,Internet,13349,Berlin,Mitte,Sonstiger freier Träger,030 30345947,52.5558651,13.3450367,"3A, Ofener Straße, Afrikanisches Viertel, Wedding, Mitte, Berlin, 13349, Deutschland"
984,Nein, ,15,0,0,15,,,,,E-Mail,Eltern-Initiativ-Kindertagesstätte,Freie Plätze,EKT Hokus Pokus,,,Öffnungszeiten,Di 06:30-18:30,Do 06:30-18:30,Fr 06:30-18:30,Mi 06:30-18:30,Mo 06:30-18:30,,13507 Berlin (Reinickendorf),,,,,Plätze,Stellenangebote,Schlieperstr. 54 ,3030364646,Telefon,,,Hokus Pokus e.V.,(EKT),Träger,Die Kitas sind für die Informationen über ihre Angebote in diesem Verzeichnis verantwortlich.,Internet,13507,Berlin,Reinickendorf,EKT,030 30364646,52.586058,13.2803255,"54, Schlieperstraße, Tegel, Reinickendorf, Berlin, 13507, Deutschland"
226129,Nein, ,115,3,41,74,technopark-berlin@froebel-gruppe.de,www.froebel-gruppe.de,,,E-Mail,Kindertagesstätte,Freie Plätze,FRÖBEL Kindergarten Siemens Technopark,,,Öffnungszeiten,Di 06:00-20:00,Do 06:00-20:00,Fr 06:00-20:00,Mi 06:00-20:00,Mo 06:00-20:00,,13629 Berlin (Spandau),Reggio-Pädagogik,Pädagogische Ansätze,"bilingual (deutsch-englisch), Reggio-Pädagogik",Pädagogische Schwerpunkte,Plätze,Stellenangebote,Wohlrabedamm 10 ,3030364743,Telefon,,,Fröbel Bildung und Erziehung gGmbH,(Sonstiger freier Träger),Träger,Die Kitas sind für die Informationen über ihre Angebote in diesem Verzeichnis verantwortlich.,Internet,13629,Berlin,Spandau,Sonstiger freier Träger,030 30364743,52.5337472,13.2746071,"10, Wohlrabedamm, Thelen Technopark, Siemensstadt, Spandau, Berlin, 13629, Deutschland"
315129,Nein, ,56,12,25,31,maulwurf.ev@web.de,www.kita-maulwurf-berlin.de,,,E-Mail,Kindertagesstätte,Freie Plätze,Kita Maulwurf,,,Öffnungszeiten,Di 07:30-16:30,Do 07:30-16:30,Fr 07:30-16:30,Mi 07:30-16:30,Mo 07:30-16:30,,12103 Berlin (Tempelhof-Schöneberg),,,"Integration von Kindern mit Behinderung, Körper und Bewegung",Pädagogische Schwerpunkte,Plätze,Stellenangebote,Alt-Tempelhof 29 ,3030365750,Telefon,,,Maulwurf e. V.,(Sonstiger freier Träger),Träger,Die Kitas sind für die Informationen über ihre Angebote in diesem Verzeichnis verantwortlich.,Internet,12103,Berlin,Tempelhof-Schöneberg,Sonstiger freier Träger,030 30365750,52.4652143,13.3835225,"29, Alt-Tempelhof, Tempelhof, Tempelhof-Schöneberg, Berlin, 12103, Deutschland"
1658,Nein, ,45,24,10,35,kids@kita-neu-westend.de,,,,E-Mail,Kindertagesstätte,Freie Plätze,Kita der Ev. Kirchengem. Neu-Westend,,,Öffnungszeiten,Di 07:00-17:00,Do 07:00-17:00,Fr 07:00-16:00,Mi 07:00-17:00,Mo 07:00-17:00,,14050 Berlin (Charlottenburg-Wilmersdorf),,,,,Plätze,Stellenangebote,Eichenallee 47 ,030304 05 38,Telefon,,,Ev. Kirchengemeinde Neu-Westend,(Diakonisches Werk),Träger,Die Kitas sind für die Informationen über ihre Angebote in diesem Verzeichnis verantwortlich.,Internet,14050,Berlin,Charlottenburg-Wilmersdorf,Diakonisches Werk,030 3040538,52.5177165,13.2630028,"47-51, Eichenallee, Westend, Charlottenburg-Wilmersdorf, Berlin, 14050, Deutschland"
387129,Nein, ,0,12, , ,buero@schele-schule.de,,,,E-Mail,Kindertagesstätte,Freie Plätze,Kindergarten der Schele-Schule,"deutsch - englisch, deutsch - polnisch",Mehrsprachigkeit,Öffnungszeiten,Di 08:00-16:00,Do 08:00-16:00,Fr 08:00-16:00,Mi 08:00-16:00,Mo 08:00-16:00,,13595 Berlin (Spandau),,,,,Plätze,Stellenangebote,Siemenswerderweg 65 ,303044990,Telefon,"Ästhetische Bildung (Musik und Kunst), Körper und Bewegung",Thematische Schwerpunkte,"Schele-Schule und Kindergarten
gemeinnützige GmbH",(Sonstiger freier Träger),Träger,Die Kitas sind für die Informationen über ihre Angebote in diesem Verzeichnis verantwortlich.,Internet,13595,Berlin,Spandau,Sonstiger freier Träger,030 3044990,52.5038653,13.2071707,"65, Siemenswerderweg, Wilhelmstadt, Spandau, Berlin, 13595, Deutschland"
2609,Nein, ,46,12,6,40,buero@schele-schule.de,,,,E-Mail,Kindertagesstätte,Freie Plätze,Kindergarten der Schele-Schule,deutsch - englisch,Mehrsprachigkeit,Öffnungszeiten,Di 07:45-17:00,Do 07:45-17:00,Fr 07:45-17:00,Mi 07:45-17:00,Mo 07:45-17:00,,14055 Berlin (Charlottenburg-Wilmersdorf),,,,,Plätze,Stellenangebote,Lyckallee 30 ,030304 49 90,Telefon,"Ästhetische Bildung (Musik und Kunst), Körper und Bewegung",Thematische Schwerpunkte,"Kindergarten der Schele-Schule 
gemeinnützige GmbH",(Sonstiger freier Träger),Träger,Die Kitas sind für die Informationen über ihre Angebote in diesem Verzeichnis verantwortlich.,Internet,14055,Berlin,Charlottenburg-Wilmersdorf,Sonstiger freier Träger,030 3044990,52.50614695,13.2482554534,"30, Lyckallee, Westend, Charlottenburg-Wilmersdorf, Berlin, 14055, Deutschland"
815,Nein, ,30,24,10,20,halbtagskita@kg-neu-westend.de,,,,E-Mail,Kindertagesstätte,Freie Plätze,Ev. Halbtagskita Neu-Westend,,,Öffnungszeiten,Di 07:45-15:00,Do 07:45-15:00,Fr 07:45-15:00,Mi 07:45-15:00,Mo 07:45-15:00,,14050 Berlin (Charlottenburg-Wilmersdorf),,,,,Plätze,Stellenangebote,Eichenallee 53 ,030304 89 69,Telefon,,,Ev. Kirchengemeinde Neu-Westend,(Diakonisches Werk),Träger,Die Kitas sind für die Informationen über ihre Angebote in diesem Verzeichnis verantwortlich.,Internet,14050,Berlin,Charlottenburg-Wilmersdorf,Diakonisches Werk,030 3048969,52.5155658,13.2742025,"Eichenallee, Westend, Charlottenburg-Wilmersdorf, Berlin, 14050, Deutschland"
1670,Nein, ,37,8,12,25,kita-rominter-allee@nbhs.de,www.kita-rominter-allee.nbhs.de,,,E-Mail,Kindertagesstätte,Freie Plätze,KiTa Rominter Allee,,,Öffnungszeiten,Di 07:30-16:30,Do 07:30-17:00,Fr 07:30-16:30,Mi 07:30-16:30,Mo 07:30-16:30,,14052 Berlin (Charlottenburg-Wilmersdorf),Situationsansatz,Pädagogische Ansätze,Situationsansatz,Pädagogische Schwerpunkte,Plätze,Stellenangebote,Rominter Allee 2 ,030305 10 35,Telefon,Integration von Kindern mit Behinderung,Thematische Schwerpunkte,Nachbarschaftsheim Schöneberg e.V.,(Sonstiger freier Träger),Träger,Die Kitas sind für die Informationen über ihre Angebote in diesem Verzeichnis verantwortlich.,Internet,14052,Berlin,Charlottenburg-Wilmersdorf,Sonstiger freier Träger,030 3051035,52.5175883,13.2488688,"Heilpäd.Kita d.Mitarb.d.Kinderklinik d.Humboldt-Uni e.V., 2, Rominter Allee, Westend, Charlottenburg-Wilmersdorf, Berlin, 14052, Deutschland"
1669,Nein, ,56,12,10,46,Kita.hl-geist@t-online.de,,,,E-Mail,Kindertagesstätte,Freie Plätze,Kita Heilig Geist,,,Öffnungszeiten,Di 07:00-17:00,Do 07:00-17:00,Fr 07:00-17:00,Mi 07:00-17:00,Mo 07:00-17:00,,14052 Berlin (Charlottenburg-Wilmersdorf),,,Religionspädagogik,Pädagogische Schwerpunkte,Plätze,Stellenangebote,Preußenallee 25 ,303054749,Telefon,,,Kath. Kirchengemeinde Heilig Geist,(Deutscher Caritasverband),Träger,Die Kitas sind für die Informationen über ihre Angebote in diesem Verzeichnis verantwortlich.,Internet,14052,Berlin,Charlottenburg-Wilmersdorf,Deutscher Caritasverband,030 3054749,52.5131569,13.2591357,"25, Preußenallee, Westend, Charlottenburg-Wilmersdorf, Berlin, 14052, Deutschland"
390,Nein, ,140,10,45,95,kastanie@pfh-berlin.de,www.pfh-berlin.de,,,E-Mail,Kindertagesstätte,Freie Plätze,Kita Kastanienallee des Pestalozzi-Fröbel-Hauses,,,Öffnungszeiten,Di 06:30-17:00,Do 06:30-17:00,Fr 06:30-17:00,Mi 06:30-17:00,Mo 06:30-17:00,,14050 Berlin (Charlottenburg-Wilmersdorf),,,,,Plätze,Stellenangebote,Kastanienallee 4 ,030305 60 93,Telefon,,,"Pestalozzi-Fröbel-Haus
Stiftung des öffentlichen Rechts",(Sonstiger freier Träger),Träger,Die Kitas sind für die Informationen über ihre Angebote in diesem Verzeichnis verantwortlich.,Internet,14050,Berlin,Charlottenburg-Wilmersdorf,Sonstiger freier Träger,030 3056093,52.5362715,13.6013731,"4, Kastanienallee, Hellersdorf, Marzahn-Hellersdorf, Berlin, 12627, Deutschland"
277129,Nein, ,70,8,28,42,kita-ruediger@krea-schulzentrum.de,www.krea-schulzentrum.de,,,E-Mail,Kindertagesstätte,Freie Plätze,Kreativitätskindertagesstätte Eigensinn,,,Öffnungszeiten,Di 07:00-18:00,Do 07:00-18:00,Fr 07:00-18:00,Mi 07:00-18:00,Mo 07:00-18:00,,10365 Berlin (Lichtenberg),,,,,Plätze,Stellenangebote,Rüdigerstr. 76 ,3030606344,Telefon,,,Kreativitätsschulzentrum Berlin gGmbH,(Sonstiger freier Träger),Träger,Die Kitas sind für die Informationen über ihre Angebote in diesem Verzeichnis verantwortlich.,Internet,10365,Berlin,Lichtenberg,Sonstiger freier Träger,030 30606344,52.5163463,13.5012177,"76, Rüdigerstraße, Lichtenberg, Berlin, 10365, Deutschland"
2775,Nein, ,180,2,40,140,mail@kita-wirsi-kids.de,,,,E-Mail,Kindertagesstätte,Freie Plätze,Kita Wirsi-Kids,,,Öffnungszeiten,Di 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,Mi 06:00-18:00,Mo 06:00-18:00,,12555 Berlin (Treptow-Köpenick),,,Körper und Bewegung,Pädagogische Schwerpunkte,Plätze,Stellenangebote,Wirsitzer Weg 2 -004,303064509931,Telefon,,,"Kinder in Bewegung gGmbH
Gemeinnützige Kindergarten-Trägergesellschaft des Berliner Sports",(Sonstiger freier Träger),Träger,Die Kitas sind für die Informationen über ihre Angebote in diesem Verzeichnis verantwortlich.,Internet,12555,Berlin,Treptow-Köpenick,Sonstiger freier Träger,030 3064509931,52.4662298,13.5811126,"Wirsitzer Weg, Dammfeld, Köpenick, Treptow-Köpenick, Berlin, 12555, Deutschland"
2401,Nein, ,135,2,68,67,Kita.Lobeckstr11@ba-fk.berlin.de,http://www.kindergaerten-city.de/lobeckstr-11,,,E-Mail,Kindertagesstätte,Freie Plätze,Kita Lobeckstr. 11/Kigä City,,,Öffnungszeiten,Di 06:00-17:00,Do 06:00-17:00,Fr 06:00-17:00,Mi 06:00-17:00,Mo 06:00-17:00,,10969 Berlin (Friedrichshain-Kreuzberg),,,Sonstiges,Pädagogische Schwerpunkte,Plätze,Stellenangebote,Lobeckstr. 11 ,3030648793,Telefon,Interkulturelle Pädagogik,Thematische Schwerpunkte,Kindergärten City,(Eigenbetrieb),Träger,Die Kitas sind für die Informationen über ihre Angebote in diesem Verzeichnis verantwortlich.,Internet,10969,Berlin,Friedrichshain-Kreuzberg,Eigenbetrieb,030 30648793,52.50029,13.4048819,"11, Lobeckstraße, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10969, Deutschland"
2812,Nein, ,30,30,7,23,mail@kindergarten-am-olympiastadium.de,,,,E-Mail,Kindertagesstätte,Freie Plätze,Kita Kinder in Bewegung (KiB),,,Öffnungszeiten,Di 07:30-16:30,Do 07:30-16:30,Fr 07:30-16:30,Mi 07:30-16:30,Mo 07:30-16:30,,14053 Berlin (Charlottenburg-Wilmersdorf),,,Bewegung/Sport,Pädagogische Schwerpunkte,Plätze,Stellenangebote,Olympischer Platz 5 ,03030 68 81 94,Telefon,,,"Kinder in Bewegung gGmbH
Gemeinnützige Kindergarten-Trägergesellschaft des Berliner Sports",(Sonstiger freier Träger),Träger,Die Kitas sind für die Informationen über ihre Angebote in diesem Verzeichnis verantwortlich.,Internet,14053,Berlin,Charlottenburg-Wilmersdorf,Sonstiger freier Träger,030 30688194,52.5154487,13.2430004031,"5, Olympischer Platz, Westend, Charlottenburg-Wilmersdorf, Berlin, 14053, Deutschland"
1039,Nein, ,35,12,10,25,ev_Kita_gruenes_dreieck@hotmail.de,www.ev_friedensgemeinde_charlottenburg.de,Besondere Angebote,"englisch, musische Orientierung, sportorientiert",E-Mail,Kindertagesstätte,Freie Plätze,Ev. Kita Grünes Dreieck/Ev. Friedensgem. Charlottenburg,,,Öffnungszeiten,Di 07:30-16:30,Do 07:30-16:30,Fr 07:30-16:30,Mi 07:30-16:30,Mo 07:30-16:30,,14055 Berlin (Charlottenburg-Wilmersdorf),,,bilingual (englisch),Pädagogische Schwerpunkte,Plätze,Stellenangebote,Angerburger Allee 56 ,0303081 0813,Telefon,Natur- und Umweltpädagogik,Thematische Schwerpunkte,Ev. Friedensgemeinde Charlottenburg,(Diakonisches Werk),Träger,Die Kitas sind für die Informationen über ihre Angebote in diesem Verzeichnis verantwortlich.,Internet,14055,Berlin,Charlottenburg-Wilmersdorf,Diakonisches Werk,030 30810813,52.5110209,13.2223459917,"Hermann-Stöhr-Haus, 56, Angerburger Allee, Westend, Charlottenburg-Wilmersdorf, Berlin, 14055, Deutschland"
2565,Nein, ,25,0,0,25,,,Besondere Angebote,deutsch-französisch,E-Mail,Eltern-Initiativ-Kindertagesstätte,Freie Plätze,EKT Coquelicot,,,Öffnungszeiten,Di 08:00-17:00,Do 08:00-17:00,Fr 08:00-17:00,Mi 08:00-17:00,Mo 08:00-17:00,,14057 Berlin (Charlottenburg-Wilmersdorf),,,bilingual (deutsch-französisch),Pädagogische Schwerpunkte,Plätze,Stellenangebote,Friedbergstr. 47 ,3030824909,Telefon,,,EKT Coquelicot e.V.,(EKT),Träger,Die Kitas sind für die Informationen über ihre Angebote in diesem Verzeichnis verantwortlich.,Internet,14057,Berlin,Charlottenburg-Wilmersdorf,EKT,030 30824909,52.5035339,13.2915823,"47, Friedbergstraße, Charlottenburg, Charlottenburg-Wilmersdorf, Berlin, 14057, Deutschland"
2742,Nein, ,53,0,22,31,kita@die-wilden-westender.de,,,,E-Mail,Kindertagesstätte,Freie Plätze,Die wilden Westender,,,Öffnungszeiten,Di 07:00-17:00,Do 07:00-17:00,Fr 07:00-17:00,Mi 07:00-17:00,Mo 07:00-17:00,,14055 Berlin (Charlottenburg-Wilmersdorf),"Montessori-Pädagogik, Situationsansatz",Pädagogische Ansätze,"Montessori-Pädagogik, Situationsansatz",Pädagogische Schwerpunkte,Plätze,Stellenangebote,Flatowallee 16 -24,3030834998,Telefon,,,Die wilden Westender e.V.,(EKT),Träger,Die Kitas sind für die Informationen über ihre Angebote in diesem Verzeichnis verantwortlich.,Internet,14055,Berlin,Charlottenburg-Wilmersdorf,EKT,030 30834998,52.5113812,13.2404986,"Flatowallee, Westend, Charlottenburg-Wilmersdorf, Berlin, 14055, Deutschland"
1650,Nein, ,116,24,18,98,walter-benjamin-platz@kita-nordwest.de,,,,E-Mail,Kindertagesstätte,Freie Plätze,Kita in den Leibnizkolonnaden/Kitas Nordwest,,,Öffnungszeiten,Di 07:00-17:00,Do 07:00-17:00,Fr 07:00-16:00,Mi 07:00-17:00,Mo 07:00-17:00,,10629 Berlin (Charlottenburg-Wilmersdorf),,,,,Plätze,Stellenangebote,Walter-Benjamin-Platz 7 ,30310078690,Telefon,"Integration von Kindern mit Behinderung, Körper und Bewegung, Natur- und Umweltpädagogik",Thematische Schwerpunkte,Kindertagesstätten Nordwest Eigenbetrieb von Berlin,(Eigenbetrieb),Träger,Die Kitas sind für die Informationen über ihre Angebote in diesem Verzeichnis verantwortlich.,Internet,10629,Berlin,Charlottenburg-Wilmersdorf,Eigenbetrieb,030 310078690,52.5016633,13.3140747,"7, Walter-Benjamin-Platz, Charlottenburg, Charlottenburg-Wilmersdorf, Berlin, 10629, Deutschland"
263179,Nein, ,25,12,9,16,kita-pestalozzi@nbhs.de,www.kita-pestalozzi.nbhs.de,,,E-Mail,Kindertagesstätte,Freie Plätze,Kita Pestalozzistraße,,,Öffnungszeiten,Di 07:30-17:00,Do 07:30-17:00,Fr 07:30-17:00,Mi 07:30-17:00,Mo 07:30-17:00,,10625 Berlin (Charlottenburg-Wilmersdorf),Situationsansatz,Pädagogische Ansätze,Situationsansatz,Pädagogische Schwerpunkte,Plätze,Stellenangebote,Pestalozzistr. 6 ,03031 10 26 93,Telefon,,,Nachbarschaftsheim Schöneberg e.V.,(Sonstiger freier Träger),Träger,Die Kitas sind für die Informationen über ihre Angebote in diesem Verzeichnis verantwortlich.,Internet,10625,Berlin,Charlottenburg-Wilmersdorf,Sonstiger freier Träger,030 31102693,52.50793065,13.3190447451,"6, Pestalozzistraße, Charlottenburg, Charlottenburg-Wilmersdorf, Berlin, 10625, Deutschland"
502229,Nein, ,20,12,8,12,vorstandbaumhaus@gmx.de,www.rabenkinder-garten.de,,,E-Mail,Eltern-Initiativ-Kindertagesstätte,Freie Plätze,EKT Rabenkinder,,,Öffnungszeiten,Di 07:00-17:00,Do 07:00-17:00,Fr 07:00-17:00,Mi 07:00-17:00,Mo 07:00-17:00,,12555 Berlin (Treptow-Köpenick),Montessori-Pädagogik,Pädagogische Ansätze,Montessori-Pädagogik,Pädagogische Schwerpunkte,Plätze,Stellenangebote,Mandrellaplatz 9 ,03031161220 (AB),Telefon,Natur- und Umweltpädagogik,Thematische Schwerpunkte,Baumhaus e.V.,(Sonstiger freier Träger),Träger,Die Kitas sind für die Informationen über ihre Angebote in diesem Verzeichnis verantwortlich.,Internet,12555,Berlin,Treptow-Köpenick,Sonstiger freier Träger,030 31161220,52.4552078,13.5803381,"9, Mandrellaplatz, Dammvorstadt, Köpenick, Treptow-Köpenick, Berlin, 12555, Deutschland"
543229,Nein, ,25,0, , ,,,,,E-Mail,Kindertagesstätte,Freie Plätze,Kita Elisabethstift,,,Öffnungszeiten,,,,,,,13437 Berlin (Reinickendorf),,,,,Plätze,Stellenangebote,Oranienburger Str. 204 ,3031162957,Telefon,,,Elisabethstift Jugendhilfe im Diakonischen Werk,(Diakonisches Werk),Träger,Die Kitas sind für die Informationen über ihre Angebote in diesem Verzeichnis verantwortlich.,Internet,13437,Berlin,Reinickendorf,Diakonisches Werk,030 31162957,52.5936916,13.3329523,"204, Oranienburger Straße, Wittenau, Reinickendorf, Berlin, 13437, Deutschland"
510229,Nein, ,95,3,33,62,seeburger-berlin@froebel-gruppe.de,www.froebel-gruppe.de,,,E-Mail,Kindertagesstätte,Freie Plätze,Die kleinen Piraten,,,Öffnungszeiten,Di 06:00-19:00,Do 06:00-19:00,Fr 06:00-19:00,Mi 06:00-19:00,Mo 06:00-19:00,,13581 Berlin (Spandau),,,,,Plätze,Stellenangebote,Seeburger Str. 9 - 11,3031168989,Telefon,,,Fröbel Bildung und Erziehung gGmbH,(Sonstiger freier Träger),Träger,Die Kitas sind für die Informationen über ihre Angebote in diesem Verzeichnis verantwortlich.,Internet,13581,Berlin,Spandau,Sonstiger freier Träger,030 31168989,52.5291083,13.1952203,"Seeburger Straße, Wilhelmstadt, Spandau, Berlin, 13581, Deutschland"
