Senats-id,lblKitaname,lblEinrichtungsart,lblTraegerName,lblTraegerart,lblStrasse,lblOrt,HLinkEMail,HLinkWeb,lblOeffnungMontag,lblOeffnungDienstag,lblOeffnungMittwoch,lblOeffnungDonnerstag,lblOeffnungFreitag,lblPaedSchwerpunkte,lblMehrsprachigkeit,lblThemSchwerpunkte,lblBesondereAngebote,GridViewPlatzstrukturen_angeboten,GridViewPlatzstrukturen_frühestes Aufnahmealter in Monaten,GridViewPlatzstrukturen_unter 3 Jahre,GridViewPlatzstrukturen_über 3 Jahre,PLZ,Ort,Stadtteil,lat,lon,address_zum_vergleich_nochmal
310,Kita Holsteiner Ufer 12/Kigä City,Kita,Kindergärten City,(Eigenbetrieb),Holsteiner Ufer 12 ,10557 Berlin (Mitte),Kita.HolsteinerUfer@ba-fk.berlin.de,,Mo 06:30-17:00,Di 06:30-17:00,Mi 06:30-17:00,Do 06:30-17:00,Fr 06:30-17:00,,,"Ästhetische Bildung (Musik und Kunst), Gesundheit, Interkulturelle Pädagogik, Körper und Bewegung, Natur- und Umweltpädagogik",,97,12,35,62,10557,Berlin,Mitte,52.521986,13.3434235,"12, Holsteiner Ufer, Hansaviertel, Mitte, Berlin, 10557, Deutschland"
313,Kita Sternenhimmel,Kita,Pfefferwerk Stadtkultur gGmbH,(Sonstiger freier Träger),Graunstr. 11A ,13355 Berlin (Mitte),sternenhimmel@pfefferwerk.de,www.pfefferwerk.de,Mo 06:00-17:30,Di 06:00-17:30,Mi 06:00-17:30,Do 06:00-17:30,Fr 06:00-17:30,Situationsansatz,,,,120,2,35,85,13355,Berlin,Mitte,52.5451915,13.3988077,"Kita Sternenhimmel, 11a, Graunstraße, Gesundbrunnen, Mitte, Berlin, 13355, Deutschland"
314,Kita Wattstraße,Kita,Pfefferwerk Stadtkultur gGmbH,(Sonstiger freier Träger),Wattstr. 16 ,13355 Berlin (Mitte),kita-wattstrasse@pfefferwerk.de,www.pfefferwerk.de,Mo 06:30-17:00,Di 06:30-17:00,Mi 06:30-17:00,Do 06:30-17:00,Fr 06:30-17:00,,,,,75,2,20,55,13355,Berlin,Mitte,52.5409014,13.3898896,"16, Wattstraße, Gesundbrunnen, Mitte, Berlin, 13355, Deutschland"
318,Kita Schloßstr. 45-47/Kitas Nordwest,Kita,Kindertagesstätten Nordwest Eigenbetrieb von Berlin,(Eigenbetrieb),Schloßstr. 45 47,14059 Berlin (Charlottenburg-Wilmersdorf),schlossstr@kita-nordwest.de,,Mo 06:00-17:30,Di 06:00-17:30,Mi 06:00-17:30,Do 06:00-17:30,Fr 06:00-16:00,,,Integration von Kindern mit Behinderung,,143,10,36,107,14059,Berlin,Charlottenburg-Wilmersdorf,52.513649,13.2968971,"Schloßstraße, Charlottenburg, Charlottenburg-Wilmersdorf, Berlin, 14059, Deutschland"
320,Kita Prager Str./Kitas Nordwest,Kita,Kindertagesstätten Nordwest Eigenbetrieb von Berlin,(Eigenbetrieb),Prager Str. 6 10,10779 Berlin (Charlottenburg-Wilmersdorf),pragerstr@kita-nordwest.de,,Mo 06:00-17:30,Di 06:00-17:30,Mi 06:00-17:30,Do 06:00-17:30,Fr 06:00-17:30,,,"Körper und Bewegung, Natur- und Umweltpädagogik",,122,8,20,102,10779,Berlin,Charlottenburg-Wilmersdorf,52.4941043,13.3338259,"Prager Straße, Wilmersdorf, Charlottenburg-Wilmersdorf, Berlin, 10779, Deutschland"
323,Kita am Park,Kita,Nachbarschaftsheim Schöneberg e.V.,(Sonstiger freier Träger),Freiherr-vom-Stein-Str. 15 ,10825 Berlin (Tempelhof-Schöneberg),kita-am-park@nbhs.de,www.kita-am-park.nbhs.de,Mo 06:00-17:00,Di 06:00-17:00,Mi 06:00-17:00,Do 06:00-17:00,Fr 06:00-17:00,Situationsansatz,,"Integration von Kindern mit Behinderung, Körper und Bewegung",,198,3,70,128,10825,Berlin,Tempelhof-Schöneberg,52.4834818,13.3407753,"15, Freiherr-vom-Stein-Straße, Schöneberg, Tempelhof-Schöneberg, Berlin, 10825, Deutschland"
325,Kita Filandastr. 27/Kitas Süd-West,Kita,Kindertagesstätten Berlin Süd-West,(Eigenbetrieb),Filandastr. 27 ,12169 Berlin (Steglitz-Zehlendorf),kita-filandastr@kitasw.berlin.de,,Mo 07:00-17:00,Di 07:00-17:00,Mi 07:00-17:00,Do 07:00-17:00,Fr 07:00-16:00,,,,,48,12,10,38,12169,Berlin,Steglitz-Zehlendorf,52.4555277,13.3320966,"27, Filandastraße, Steglitz, Steglitz-Zehlendorf, Berlin, 12169, Deutschland"
327,"Kita ""Sonnenschein""",Kita,LebensWelt KitaNeukölln gGmbH,(Sonstiger freier Träger),Pflügerstr. 47 ,12045 Berlin (Neukölln),lebenswelt@lebenswelt-berlin.org,www.lebenswelt-berlin.org,Mo 06:00-17:30,Di 06:00-17:30,Mi 06:00-17:30,Do 06:00-17:30,Fr 06:00-17:30,Situationsansatz,"deutsch - arabisch, deutsch - englisch, deutsch - russisch","Ästhetische Bildung (Musik und Kunst), Gesundheit, Integration von Kindern mit Behinderung, Interkulturelle Pädagogik, Körper und Bewegung, Theaterpädagogik",,125,12,0,125,12045,Berlin,Neukölln,52.48987255,13.435491285,"Kita Sonnenschein, 47, Pflügerstraße, Reuterkiez, Neukölln, Berlin, 12045, Deutschland"
332,EKT - Rotkappe,Eltern-Initiativ-Kita,Rotkappe e.V.,(EKT),Horst-Kohl-Str. 12 ,12157 Berlin (Steglitz-Zehlendorf),,,Mo 07:30-16:30,Di 07:30-16:30,Mi 07:30-16:30,Do 07:30-16:30,Fr 07:30-16:30,Montessori-Pädagogik,,,,15,0, , ,12157,Berlin,Steglitz-Zehlendorf,52.4615537,13.3437959,"12, Horst-Kohl-Straße, Steglitz, Steglitz-Zehlendorf, Berlin, 12157, Deutschland"
334,EKT - ALIBABA,Eltern-Initiativ-Kita,Ali Baba e.V.,(EKT),Waldstr. 15 ,10551 Berlin (Mitte),,,Mo 08:00-17:00,Di 08:00-17:00,Mi 08:00-17:00,Do 08:00-17:00,Fr 08:00-17:00,,,,,15,0,0,15,10551,Berlin,Mitte,52.529973,13.3314628,"15, Waldstraße, Moabit, Mitte, Berlin, 10551, Deutschland"
335,Wolke 7 gGmbH,Eltern-Initiativ-Kita,Wolke 7 gemeinnützige Gesellschaft mbH,(EKT),Sparrstr. 22 ,13353 Berlin (Mitte),jellyfish69@gmx.de,,Mo 07:30-16:30,Di 07:30-16:30,Mi 07:30-16:30,Do 07:30-16:30,Fr 07:30-16:30,Situationsansatz,,"Gesundheit, Körper und Bewegung",,22,24,3,19,13353,Berlin,Mitte,52.5420224,13.3597173,"22, Sparrstraße, Sprengelkiez, Wedding, Mitte, Berlin, 13353, Deutschland"
336,EKT - Tigerente,Eltern-Initiativ-Kita,TIGERENTE e.V.,(EKT),Bergmannstr. 12 ,10961 Berlin (Friedrichshain-Kreuzberg),,,,,,,,,,,,15,0,4,11,10961,Berlin,Friedrichshain-Kreuzberg,52.4893868,13.3907542,"12, Bergmannstraße, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10961, Deutschland"
338,EKT Galvanistr. 14,Eltern-Initiativ-Kita,EKT Galvanistr. 14 e.V.,(EKT),Galvanistr. 14 ,10587 Berlin (Charlottenburg-Wilmersdorf),info@ekt-galvanistrasse.de,,Mo 07:30-16:30,Di 07:30-16:30,Mi 07:30-16:30,Do 07:30-16:30,Fr 07:30-16:30,,,,,30,0,15,15,10587,Berlin,Charlottenburg-Wilmersdorf,52.5189744,13.3157718127,"14, Galvanistraße, Charlottenburg, Charlottenburg-Wilmersdorf, Berlin, 10587, Deutschland"
339,EKT - Dreiecke und Kreise,Eltern-Initiativ-Kita,Kinderladen Dreiecke & Kreise e. V.,(EKT),Jagowstr. 16A ,13585 Berlin (Spandau),kinderladen.dreiecke.u.kreise.e.v@arcor.de,,Mo 07:30-16:30,Di 07:30-16:30,Mi 07:30-16:30,Do 07:30-16:30,Fr 07:30-16:30,,,,,24,0,3,21,13585,Berlin,Spandau,52.5473756,13.2051383,"16A, Jagowstraße, Spandau, Berlin, 13585, Deutschland"
340,EKT Großstadtpflänzchen,Eltern-Initiativ-Kita,Eltern-Initiativ-KitaGroßstadtpflänzchen e.V.,(EKT),Cranachstr. 39 ,12157 Berlin (Tempelhof-Schöneberg),info@grossstadtüflänzchen.de,,Mo 07:30-16:30,Di 07:30-16:30,Mi 07:30-16:30,Do 07:30-16:30,Fr 07:30-16:30,"Ansatz von Emmi Pikler, Montessori-Pädagogik, Situationsansatz",,"Gesundheit, Integration von Kindern mit Behinderung, Körper und Bewegung, Natur- und Umweltpädagogik",,16,12,5,11,12157,Berlin,Tempelhof-Schöneberg,52.4643703,13.3428335,"Lukas, 39, Cranachstraße, Schöneberg, Tempelhof-Schöneberg, Berlin, 12157, Deutschland"
341,EKT - Friedenauer Elterninitiative,Eltern-Initiativ-Kita,"Friedenauer Elterninitiative für eine
Kitae. V.",(EKT),Menzelstr. 26 ,12157 Berlin (Tempelhof-Schöneberg),,,Mo 08:30-16:30,Di 08:30-16:30,Mi 08:30-16:30,Do 08:30-16:30,Fr 08:30-16:30,Situationsansatz,,,,18,0,0,18,12157,Berlin,Tempelhof-Schöneberg,52.4663718,13.340434,"26, Menzelstraße, Schöneberg, Tempelhof-Schöneberg, Berlin, 12157, Deutschland"
342,Kita im Palasseum,Kita,Stadtteilverein Schöneberg e.V.,(Sonstiger freier Träger),Potsdamer Str. 170B ,10783 Berlin (Tempelhof-Schöneberg),info@stadtteilvereinschoeneberg.de,,Mo 07:30-17:00,Di 07:30-17:00,Mi 07:30-17:00,Do 07:30-17:00,Fr 07:30-17:00,Situationsansatz,,"Interkulturelle Pädagogik, Körper und Bewegung",,45,36,0,45,10783,Berlin,Tempelhof-Schöneberg,52.4946954,13.3608184,"170-170b, Potsdamer Straße, Schöneberg, Tempelhof-Schöneberg, Berlin, 10783, Deutschland"
344,"Kita ""Die Schlümpfe""",Kita,LebensWelt Kindertagesstätten Yuvam gGmbH,(Sonstiger freier Träger),Nogatstr. 40 ,12051 Berlin (Neukölln),lebenswelt@lebenswelt-berlin.org,www.lebenswelt-berlin.org,Mo 07:00-17:00,Di 07:00-17:00,Mi 07:00-17:00,Do 07:00-17:00,Fr 07:00-17:00,Situationsansatz,"deutsch - englisch, deutsch - russisch","Ästhetische Bildung (Musik und Kunst), Gesundheit, Integration von Kindern mit Behinderung, Interkulturelle Pädagogik, Körper und Bewegung, Natur- und Umweltpädagogik, Theaterpädagogik",,40,12,12,28,12051,Berlin,Neukölln,52.4694914,13.4342688,"40, Nogatstraße, Rollbergsiedlung, Neukölln, Berlin, 12051, Deutschland"
345,EKT Regenbogenkinder,Eltern-Initiativ-Kita,"Eltern-Initiativ-Kita
Regenbogenkinder e. V.",(EKT),Sandhauser Str. 145 ,13503 Berlin (Reinickendorf),c.partyka@web.de,www.regenbogenkinder-berlin.de,Mo 08:00-16:00,Di 08:00-16:00,Mi 08:00-16:00,Do 08:00-16:00,Fr 08:00-16:00,,,,,30,24,6,24,13503,Berlin,Reinickendorf,52.6005442,13.2115467,"145, Sandhauser Straße, Heiligensee, Reinickendorf, Berlin, 13503, Deutschland"
346,EKT - Kinderbegegnungsstätte Atatürk,Eltern-Initiativ-Kita,Kinderbegegnungsstätte Atatürk e. V.,(EKT),Nehringstr. 16A ,14059 Berlin (Charlottenburg-Wilmersdorf),leitung@kibest.de,www.kibest.de,Mo 07:00-18:00,Di 07:00-18:00,Mi 07:00-18:00,Do 07:00-18:00,Fr 07:00-18:00,Situationsansatz,,"Ästhetische Bildung (Musik und Kunst), Gesundheit, Integration von Kindern mit Behinderung, Interkulturelle Pädagogik, Körper und Bewegung, Natur- und Umweltpädagogik, Religionspädagogik, Theaterpädagogik",,30,21,15,15,14059,Berlin,Charlottenburg-Wilmersdorf,52.513727,13.2946162,"16A, Nehringstraße, Charlottenburg, Charlottenburg-Wilmersdorf, Berlin, 14059, Deutschland"
347,Kita Ev. Diakoniewerk Königin Elisabeth,Kita,Evangelisches Diakoniewerk Königin Elisabeth,(Sonstiger freier Träger),Herzbergstr. 79 ,10365 Berlin (Lichtenberg),,,Mo 06:00-17:30,Di 06:00-17:30,Mi 06:00-17:30,Do 06:00-17:30,Fr 06:00-17:30,,,,,81,0,38,43,10365,Berlin,Lichtenberg,52.52795065,13.5120332638,"Museum Kesselhaus, 79, Herzbergstraße, Lichtenberg, Berlin, 10365, Deutschland"
348,EKT - Kinderladen Villa Honighut,Eltern-Initiativ-Kita,Kinderladen Villa Honighut e.V.,(EKT),Amalienstr. 1 -3,13086 Berlin (Pankow),villahonighut@gmx.de,,Mo 07:00-17:00,Di 07:00-17:00,Mi 07:00-17:00,Do 07:00-17:00,Fr 07:00-17:00,Situationsansatz,,Natur- und Umweltpädagogik,,41,20,0,41,13086,Berlin,Pankow,52.5560308,13.4554467,"Amalienstraße, Holländerviertel, Weißensee, Pankow, Berlin, 13086, Deutschland"
349,EKT - Timpetu,Eltern-Initiativ-Kita,Kinderladen Timpetu e.V.,(EKT),Treskowstr. 5 ,13156 Berlin (Pankow),info@timpetu.de,www.timpetu.de,Mo 07:30-17:00,Di 07:30-17:00,Mi 07:30-17:00,Do 07:30-17:00,Fr 07:30-17:00,Situationsansatz,,"Ästhetische Bildung (Musik und Kunst), Gesundheit, Körper und Bewegung, Natur- und Umweltpädagogik",,35,12,12,23,13156,Berlin,Pankow,52.588613,13.2818138,"5, Treskowstraße, Tegel, Reinickendorf, Berlin, 13507, Deutschland"
350,KINDERHAUS Berlin - Mark Brandenburg,Kita,Kinderhaus Berlin - Mark Brandenburg e. V.,(Sonstiger freier Träger),Dierhagener Str. 1 /3,13051 Berlin (Lichtenberg),kita.dierhagener@kinderhaus-b-b.de,,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,Situationsansatz,,,,160,2,47,113,13051,Berlin,Lichtenberg,52.5672595,13.4969623,"Dierhagener Straße, Neu-Hohenschönhausen, Lichtenberg, Berlin, 13051, Deutschland"
352,Kita Gartenstr. 107/Kigä City,Kita,Kindergärten City,(Eigenbetrieb),Gartenstr. 107 ,10115 Berlin (Mitte),Kita.Garten107@ba-fk.berlin.de,,Mo 06:00-17:30,Di 06:00-17:30,Mi 06:00-17:30,Do 06:00-17:30,Fr 06:00-17:30,,,"Gesundheit, Körper und Bewegung, Natur- und Umweltpädagogik",,140,2,50,90,10115,Berlin,Mitte,52.5297137,13.3920791,"107, Gartenstraße, Scheunenviertel, Mitte, Berlin, 10115, Deutschland"
353,Kita Kleine Auguststr. 10/11Kigä City,Kita,Kindergärten City,(Eigenbetrieb),Kleine Auguststr. 11 -10,10119 Berlin (Mitte),Kita.Kleineauguststr10@ba-fk.berlin.de,,Mo 07:00-17:30,Di 07:00-17:30,Mi 07:00-17:30,Do 07:00-17:30,Fr 07:00-17:30,,,Gesundheit,,203,2,75,128,10119,Berlin,Mitte,52.5275249,13.3992376,"Kleine Auguststraße, Scheunenviertel, Mitte, Berlin, 10119, Deutschland"
354,Kita Max-Beer-Str. 24/26/Kigä City,Kita,Kindergärten City,(Eigenbetrieb),Max-Beer-Str. 24 -26,10119 Berlin (Mitte),Kita.Max-Beer-Str24@ba-fk.berlin.de,,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,Situationsansatz,,"Ästhetische Bildung (Musik und Kunst), Gesundheit, Integration von Kindern mit Behinderung, Körper und Bewegung, Natur- und Umweltpädagogik",,190,2,75,115,10119,Berlin,Mitte,52.5268445,13.4088928,"Max-Beer-Straße, Scheunenviertel, Mitte, Berlin, 10119, Deutschland"
355,Kita Rheinsberger Str. 34/35,Kita,Kinder im Kiez gGmbH,(Sonstiger freier Träger),Rheinsberger Str. 34 - 35,10435 Berlin (Mitte),rheinsbergerstrasse@kinder-im-kiez.de,,Mo 06:30-18:00,Di 06:30-18:00,Mi 06:30-18:00,Do 06:30-18:00,Fr 06:30-18:00,,,,,100,2,40,60,10435,Berlin,Mitte,52.5364026,13.3942658,"Rheinsberger Straße, Scheunenviertel, Mitte, Berlin, 10115, Deutschland"
356,Kita Alegria,Kita,Alegria Kiga gGmbH,(Sonstiger freier Träger),Schmidstr. 4 ,10179 Berlin (Mitte),,,Mo 07:30-18:30,Di 07:30-18:30,Mi 07:30-18:30,Do 07:30-18:30,Fr 07:30-18:30,,,,,77,12,23,54,10179,Berlin,Mitte,52.50938255,13.4188698355,"Kita Alegría, 4, Schmidstraße, Scheunenviertel, Mitte, Berlin, 10179, Deutschland"
359,Kita Brüsseler Straße,Kita,INA.KINDER.GARTEN gGmbH,(Sonstiger freier Träger),Brüsseler Str. 30 ,13353 Berlin (Mitte),bruesselerstrasse@inakindergarten.de,www.inakindergarten.de,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,Situationsansatz,,,,120,2,58,62,13353,Berlin,Mitte,52.5449398,13.346884,"Städt. Kita Brüsseler Straße 30, 30, Brüsseler Straße, Brüsseler Kiez, Wedding, Mitte, Berlin, 13353, Deutschland"
363,"Kita Unionhilfswerk 
Sozialeinrichtungen",Kita,"Unionhilfswerk Sozialeinrichtungen 
gemeinnützige Gesellschaft mbH",(Sonstiger freier Träger),Wiesenstr. 25 ,13357 Berlin (Mitte),kita.wiesenstrasse@unionhilfswerk.de,www.unionhilfswerk.de,Mo 07:00-17:00,Di 07:00-17:00,Mi 07:00-17:00,Do 07:00-17:00,Fr 07:00-17:00,Situationsansatz,,,,86,0,23,63,13357,Berlin,Mitte,52.5484727,13.3727945,"25, Wiesenstraße, Gesundbrunnen, Mitte, Berlin, 13357, Deutschland"
365,Kita Pinocchio,Kita,Hanna gGmbH Kita-Trägerschaften,(Sonstiger freier Träger),Belforter Str. 11 ,10405 Berlin (Pankow),belforter@hanna-ggmbh.de,www.hanna-ggmbh.de,Mo 07:00-18:00,Di 07:00-18:00,Mi 07:00-18:00,Do 07:00-18:00,Fr 07:00-18:00,Situationsansatz,,,,230,10,64,166,10405,Berlin,Pankow,52.5322063,13.4181764,"Städt. Kita Pinocchio, 11, Belforter Straße, Kollwitzkiez, Prenzlauer Berg, Pankow, Berlin, 10405, Deutschland"
367,Kita Zwergenhausen/Kigä NordOst,Kita,Kindergärten NordOst,(Eigenbetrieb),Jablonskistr. 33 ,10405 Berlin (Pankow),kindergarten.jablonskistrasse@kigaeno.de,,Mo 06:30-18:00,Di 06:30-18:00,Mi 06:30-18:00,Do 06:30-18:00,Fr 06:30-18:00,Situationsansatz,,,,195,0,41,154,10405,Berlin,Pankow,52.536051,13.4283888,"33, Jablonskistraße, Kollwitzkiez, Prenzlauer Berg, Pankow, Berlin, 10405, Deutschland"
368,"Kita ""Am Wasserturm""",Kita,Kindergärten NordOst,(Eigenbetrieb),Knaackstr. 27 ,10405 Berlin (Pankow),kindergarten.knaackstrasse@kigaeno.de,,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,,,,,70,12,17,53,10405,Berlin,Pankow,52.53409525,13.4180550534,"Kindergarten am Wasserturm, 27, Knaackstraße, Kollwitzkiez, Prenzlauer Berg, Pankow, Berlin, 10405, Deutschland"
369,Kita Löwenzahn und Flohkiste,Kita,Hanna gGmbH Kita-Trägerschaften,(Sonstiger freier Träger),Knaackstr. 53  I/II,10435 Berlin (Pankow),leitung@hanna-ggmbh.de,www.hanna-ggmbh.de,Mo 07:00-17:30,Di 07:00-17:30,Mi 07:00-17:30,Do 07:00-17:30,Fr 07:00-17:30,Situationsansatz,,,,240,10,70,170,10435,Berlin,Pankow,52.5343098,13.4192648,"Knaackstraße, Kollwitzkiez, Prenzlauer Berg, Pankow, Berlin, 10405, Deutschland"
370,Kindergarten Sonnenblume/Kigä NordOst,Kita,Kindergärten NordOst,(Eigenbetrieb),Pieskower Weg 48 /50,10409 Berlin (Pankow),kindergarten.pieskower-weg@kigaeno.de,,Mo 06:30-17:30,Di 06:30-17:30,Mi 06:30-17:30,Do 06:30-17:30,Fr 06:30-17:30,Situationsansatz,,,11 Plätze,135,0,40,95,10409,Berlin,Pankow,52.5411305,13.4433316,"Pieskower Weg, Prenzlauer Berg, Pankow, Berlin, 10409, Deutschland"
375,Kita Kochstr. 8/Kigä City,Kita,Kindergärten City,(Eigenbetrieb),Kochstr. 8 ,10969 Berlin (Friedrichshain-Kreuzberg),Kita.Kochstr8@ba-fk.berlin.de,,Mo 06:00-17:00,Di 06:00-17:00,Mi 06:00-17:00,Do 06:00-17:00,Fr 06:00-16:00,Situationsansatz,,"Gesundheit, Körper und Bewegung, Natur- und Umweltpädagogik",,140,18,28,112,10969,Berlin,Friedrichshain-Kreuzberg,52.5059593,13.3886893,"8, Kochstraße, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10969, Deutschland"
377,Kita Planufer 77/Kigä City,Kita,Kindergärten City,(Eigenbetrieb),Planufer 77 ,10967 Berlin (Friedrichshain-Kreuzberg),Kita.Planufer77@ba-fk.berlin.de,,Mo 07:30-17:00,Di 07:30-17:00,Mi 07:30-17:00,Do 07:30-17:00,Fr 07:30-16:00,Situationsansatz,,Interkulturelle Pädagogik,,50,12,15,35,10967,Berlin,Friedrichshain-Kreuzberg,52.4945399,13.4114443,"77, Planufer, Graefekiez, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10967, Deutschland"
378,Kita Reichenberger Str. 40/Kigä City,Kita,Kindergärten City,(Eigenbetrieb),Reichenberger Str. 40 ,10999 Berlin (Friedrichshain-Kreuzberg),Kita.Reichenberger40@ba-fk.berlin.de,,Mo 07:00-17:00,Di 07:00-17:00,Mi 07:00-17:00,Do 07:00-17:00,Fr 07:00-16:30,Situationsansatz,,"Gesundheit, Integration von Kindern mit Behinderung, Interkulturelle Pädagogik, Körper und Bewegung",,90,12,33,57,10999,Berlin,Friedrichshain-Kreuzberg,52.49684715,13.4250349474,"Kindergarten, 40, Reichenberger Straße, Graefekiez, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10999, Deutschland"
379,Ev. Kita St. Simeon,Kita,"Ev. Kirchenkreisverband 
für Kindertageseinrichtungen Berlin Mitte-Nord
",(Sonstiger freier Träger),Wassertorstr. 21A ,10969 Berlin (Friedrichshain-Kreuzberg),st.simeon-kita@evkvbmn.de,,Mo 07:00-17:00,Di 07:00-17:00,Mi 07:00-17:00,Do 07:00-17:00,Fr 07:00-17:00,,,,,90,0,0,90,10969,Berlin,Friedrichshain-Kreuzberg,52.5004723,13.4065973,"21A, Wassertorstraße, Graefekiez, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10969, Deutschland"
380,EKT Makke,Eltern-Initiativ-Kita,EKT Makke e.V.,(EKT),Glogauer Str. 22 ,10999 Berlin (Friedrichshain-Kreuzberg),ektmakke_ev@t-online.de,,Mo 07:30-16:30,Di 07:30-16:30,Mi 07:30-16:30,Do 07:30-16:30,Fr 07:30-16:30,Waldorfpädagogik,,,,22,18,4,18,10999,Berlin,Friedrichshain-Kreuzberg,52.4924339,13.4373314589,"Marthakirche, 22, Glogauer Straße, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10999, Deutschland"
381,EKT - Alles Banane,Eltern-Initiativ-Kita,Alles Banane e.V.,(EKT),Graefestr. 78 ,10967 Berlin (Friedrichshain-Kreuzberg),allesbanane.ev@googlemail.com,,Mo 08:00-16:30,Di 08:00-16:30,Mi 08:00-16:30,Do 08:00-16:30,Fr 08:00-16:30,,,,,14,0,0,14,10967,Berlin,Friedrichshain-Kreuzberg,52.4931565,13.4181149,"78, Graefestraße, Graefekiez, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10967, Deutschland"
382,"EKT - Regenbogenfabrik, Block 109",Eltern-Initiativ-Kita,Regenbogenfabrik Block 109 e. V.,(EKT),Lausitzer Str. 22 ,10999 Berlin (Friedrichshain-Kreuzberg),kita@regenbogenfabrik.de,,Mo 08:00-17:00,Di 08:00-17:00,Mi 08:00-17:00,Do 08:00-17:00,Fr 08:00-17:00,,,,deutsch - türkisch,16,0,0,16,10999,Berlin,Friedrichshain-Kreuzberg,52.4959201,13.4261779,"Kino, 22, Lausitzer Straße, Graefekiez, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10999, Deutschland"
384,EKT - Munkelrübe,Eltern-Initiativ-Kita,Waldorfkinderladen Munkelrübe e. V.,(EKT),Taborstr. 21 ,10997 Berlin (Friedrichshain-Kreuzberg),info@munkelruebe.de,http://www.munkelruebe.de,Mo 08:00-16:00,Di 08:00-16:00,Mi 08:00-16:00,Do 08:00-16:00,Fr 08:00-16:00,,,,,18,0,0,18,10997,Berlin,Friedrichshain-Kreuzberg,52.4974401,13.4466187,"Kopierdruck Hans-Jürgen-Muschke, 21, Taborstraße, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10997, Deutschland"
385,Kita KOTTI,Kita,"KOTTI - Nachbarschafts- und Gemeinwesenverein 
am Kottbusser Tor e.V.",(Sonstiger freier Träger),Dresdener Str. 14 ,10999 Berlin (Friedrichshain-Kreuzberg),kotti.kita-dresdener@online.de,www.kotti-berlin.de,Mo 06:00-17:00,Di 06:00-17:00,Mi 06:00-17:00,Do 06:00-17:00,Fr 06:00-17:00,,,,deutsch - türkisch,38,0,9,29,10999,Berlin,Friedrichshain-Kreuzberg,52.5008864,13.417183,"SchnappHahn, 14, Dresdener Straße, Graefekiez, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10999, Deutschland"
386,Kinder-und Jugendclub Aladdin,Kita,Forum Kreuzberg e.V.,(Sonstiger freier Träger),Eisenbahnstr. 23 ,10997 Berlin (Friedrichshain-Kreuzberg),kita@forumkreuzberg.de,www.forumkreuzberg.de,Mo 07:30-16:30,Di 07:30-16:30,Mi 07:30-16:30,Do 07:30-16:30,Fr 07:30-16:30,,,,Waldorf-Pädagogik,0,0,0,0,10997,Berlin,Friedrichshain-Kreuzberg,52.5041897,13.4346933,"23, Eisenbahnstraße, Graefekiez, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10997, Deutschland"
387,Kita Halemweg 22/Kitas Nordwest,Kita,Kindertagesstätten Nordwest Eigenbetrieb von Berlin,(Eigenbetrieb),Halemweg 22 ,13627 Berlin (Charlottenburg-Wilmersdorf),halemweg@kita-nordwest.de,,Mo 06:00-17:00,Di 06:00-17:00,Mi 06:00-17:00,Do 06:00-17:00,Fr 06:00-16:00,,,"Integration von Kindern mit Behinderung, Körper und Bewegung",,108,8,37,71,13627,Berlin,Charlottenburg-Wilmersdorf,52.5376369,13.2869983,"Stadtteilbibliothek Halemweg, 22-24, Halemweg, Charlottenburg-Nord, Charlottenburg-Wilmersdorf, Berlin, 13627, Deutschland"
390,Kita Kastanienallee des Pestalozzi-Fröbel-Hauses,Kita,"Pestalozzi-Fröbel-Haus
Stiftung des öffentlichen Rechts",(Sonstiger freier Träger),Kastanienallee 4 ,14050 Berlin (Charlottenburg-Wilmersdorf),kastanie@pfh-berlin.de,www.pfh-berlin.de,Mo 06:00-17:00,Di 06:00-17:00,Mi 06:00-17:00,Do 06:00-17:00,Fr 06:00-17:00,,,,,130,0,0,130,14050,Berlin,Charlottenburg-Wilmersdorf,52.5362715,13.6013731,"4, Kastanienallee, Hellersdorf, Marzahn-Hellersdorf, Berlin, 12627, Deutschland"
